timestamp,typhoon
2016070902,NEPARTAK
2016070903,NEPARTAK
2016070904,NEPARTAK
2016070905,NEPARTAK
2016070906,NEPARTAK
2016070907,NEPARTAK
2016070908,NEPARTAK
2016070909,NEPARTAK
2016070910,NEPARTAK
2016070911,NEPARTAK
2016070912,NEPARTAK
2016070913,NEPARTAK
2016070914,NEPARTAK
2016070915,NEPARTAK
2016070916,NEPARTAK
2016070917,NEPARTAK
2016070918,NEPARTAK
2016070919,NEPARTAK
2016070920,NEPARTAK
2016070921,NEPARTAK
2016070922,NEPARTAK
2016070923,NEPARTAK
2016070924,NEPARTAK
2016091201,MERANTI
2016091202,MERANTI
2016091203,MERANTI
2016091204,MERANTI
2016091205,MERANTI
2016091206,MERANTI
2016091207,MERANTI
2016091208,MERANTI
2016091209,MERANTI
2016091210,MERANTI
2016091211,MERANTI
2016091212,MERANTI
2016091213,MERANTI
2016091214,MERANTI
2016091215,MERANTI
2016091216,MERANTI
2016091217,MERANTI
2016091218,MERANTI
2016091219,MERANTI
2016091220,MERANTI
2016091221,MERANTI
2016091222,MERANTI
2016091223,MERANTI
2016091224,MERANTI
2016091301,MERANTI
2016091302,MERANTI
2016091303,MERANTI
2016091304,MERANTI
2016091305,MERANTI
2016091306,MERANTI
2016091307,MERANTI
2016091308,MERANTI
2016091309,MERANTI
2016091310,MERANTI
2016091311,MERANTI
2016091312,MERANTI
2016091313,MERANTI
2016091314,MERANTI
2016091315,MERANTI
2016091316,MERANTI
2016091317,MERANTI
2016091318,MERANTI
2016091319,MERANTI
2016091320,MERANTI
2016091321,MERANTI
2016091322,MERANTI
2016091323,MERANTI
2016091324,MERANTI
2016091401,MERANTI
2016091402,MERANTI
2016091403,MERANTI
2016091404,MERANTI
2016091405,MERANTI
2016091406,MERANTI
2016091407,MERANTI
2016091408,MERANTI
2016091409,MERANTI
2016091410,MERANTI
2016091411,MERANTI
2016091412,MERANTI
2016091413,MERANTI
2016091414,MERANTI
2016091415,MERANTI
2016091416,MERANTI
2016091417,MERANTI
2016091418,MERANTI
2016091419,MERANTI
2016091420,MERANTI
2016091421,MERANTI
2016091422,MERANTI
2016091423,MERANTI
2016091424,MERANTI
2016091501,MERANTI
2016091502,MERANTI
2016091503,MERANTI
2016091504,MERANTI
2016091505,MERANTI
2016091506,MERANTI
2016091507,MERANTI
2016091508,MERANTI
2016091509,MERANTI
2016091510,MERANTI
2016091511,MERANTI
2016091512,MERANTI
2016091513,MERANTI
2016091514,MERANTI
2016091515,MERANTI
2016091516,MERANTI
2016091517,MERANTI
2016091518,MERANTI
2016091519,MERANTI
2016091520,MERANTI
2016091521,MERANTI
2016091522,MERANTI
2016091523,MERANTI
2016091524,MERANTI
2016091501,MALAKAS
2016091502,MALAKAS
2016091503,MALAKAS
2016091504,MALAKAS
2016091505,MALAKAS
2016091506,MALAKAS
2016091507,MALAKAS
2016091508,MALAKAS
2016091509,MALAKAS
2016091510,MALAKAS
2016091511,MALAKAS
2016091512,MALAKAS
2016091513,MALAKAS
2016091514,MALAKAS
2016091515,MALAKAS
2016091516,MALAKAS
2016091517,MALAKAS
2016091518,MALAKAS
2016091519,MALAKAS
2016091520,MALAKAS
2016091521,MALAKAS
2016091522,MALAKAS
2016091523,MALAKAS
2016091524,MALAKAS
2016091601,MALAKAS
2016091602,MALAKAS
2016091603,MALAKAS
2016091604,MALAKAS
2016091605,MALAKAS
2016091606,MALAKAS
2016091607,MALAKAS
2016091608,MALAKAS
2016091609,MALAKAS
2016091610,MALAKAS
2016091611,MALAKAS
2016091612,MALAKAS
2016091613,MALAKAS
2016091614,MALAKAS
2016091615,MALAKAS
2016091616,MALAKAS
2016091617,MALAKAS
2016091618,MALAKAS
2016091619,MALAKAS
2016091620,MALAKAS
2016091621,MALAKAS
2016091622,MALAKAS
2016091623,MALAKAS
2016091624,MALAKAS
2016091701,MALAKAS
2016091702,MALAKAS
2016091703,MALAKAS
2016091704,MALAKAS
2016091705,MALAKAS
2016091706,MALAKAS
2016091707,MALAKAS
2016091708,MALAKAS
2016091709,MALAKAS
2016091710,MALAKAS
2016091711,MALAKAS
2016091712,MALAKAS
2016091713,MALAKAS
2016091714,MALAKAS
2016091715,MALAKAS
2016091716,MALAKAS
2016091717,MALAKAS
2016091718,MALAKAS
2016091719,MALAKAS
2016091720,MALAKAS
2016091721,MALAKAS
2016091722,MALAKAS
2016091723,MALAKAS
2016091724,MALAKAS
2016091801,MALAKAS
2016091802,MALAKAS
2016091803,MALAKAS
2016091804,MALAKAS
2016091805,MALAKAS
2016091806,MALAKAS
2016091807,MALAKAS
2016091808,MALAKAS
2016091809,MALAKAS
2016091810,MALAKAS
2016091811,MALAKAS
2016091812,MALAKAS
2016091813,MALAKAS
2016091814,MALAKAS
2016091815,MALAKAS
2016091816,MALAKAS
2016091817,MALAKAS
2016091818,MALAKAS
2016091819,MALAKAS
2016091820,MALAKAS
2016091821,MALAKAS
2016091822,MALAKAS
2016091823,MALAKAS
2016091824,MALAKAS
2016092501,MEGI
2016092502,MEGI
2016092503,MEGI
2016092504,MEGI
2016092505,MEGI
2016092506,MEGI
2016092507,MEGI
2016092508,MEGI
2016092509,MEGI
2016092510,MEGI
2016092511,MEGI
2016092512,MEGI
2016092513,MEGI
2016092514,MEGI
2016092515,MEGI
2016092516,MEGI
2016092517,MEGI
2016092518,MEGI
2016092519,MEGI
2016092520,MEGI
2016092521,MEGI
2016092522,MEGI
2016092523,MEGI
2016092524,MEGI
2016092601,MEGI
2016092602,MEGI
2016092603,MEGI
2016092604,MEGI
2016092605,MEGI
2016092606,MEGI
2016092607,MEGI
2016092608,MEGI
2016092609,MEGI
2016092610,MEGI
2016092611,MEGI
2016092612,MEGI
2016092613,MEGI
2016092614,MEGI
2016092615,MEGI
2016092616,MEGI
2016092617,MEGI
2016092618,MEGI
2016092619,MEGI
2016092620,MEGI
2016092621,MEGI
2016092622,MEGI
2016092623,MEGI
2016092624,MEGI
2016092701,MEGI
2016092702,MEGI
2016092703,MEGI
2016092704,MEGI
2016092705,MEGI
2016092706,MEGI
2016092707,MEGI
2016092708,MEGI
2016092709,MEGI
2016092710,MEGI
2016092711,MEGI
2016092712,MEGI
2016092713,MEGI
2016092714,MEGI
2016092715,MEGI
2016092716,MEGI
2016092717,MEGI
2016092718,MEGI
2016092719,MEGI
2016092720,MEGI
2016092721,MEGI
2016092722,MEGI
2016092723,MEGI
2016092724,MEGI
2016092801,MEGI
2016092802,MEGI
2016092803,MEGI
2016092804,MEGI
2016092805,MEGI
2016092806,MEGI
2016092807,MEGI
2016092808,MEGI
2016092809,MEGI
2016092810,MEGI
2016092811,MEGI
2016092812,MEGI
2016092813,MEGI
2016092814,MEGI
2016092815,MEGI
2016092816,MEGI
2016092817,MEGI
2016092818,MEGI
2016092819,MEGI
2016092820,MEGI
2016092821,MEGI
2016092822,MEGI
2016092823,MEGI
2016092824,MEGI
2016100501,AERE
2016100502,AERE
2016100503,AERE
2016100504,AERE
2016100505,AERE
2016100506,AERE
2016100507,AERE
2016100508,AERE
2016100509,AERE
2016100510,AERE
2016100511,AERE
2016100512,AERE
2016100513,AERE
2016100514,AERE
2016100515,AERE
2016100516,AERE
2016100517,AERE
2016100518,AERE
2016100519,AERE
2016100520,AERE
2016100521,AERE
2016100522,AERE
2016100523,AERE
2016100524,AERE
2016100601,AERE
2016100602,AERE
2016100603,AERE
2016100604,AERE
2016100605,AERE
2016100606,AERE
2016100607,AERE
2016100608,AERE
2016100609,AERE
2016100610,AERE
2016100611,AERE
2016100612,AERE
2016100613,AERE
2016100614,AERE
2016100615,AERE
2016100616,AERE
2016100617,AERE
2016100618,AERE
2016100619,AERE
2016100620,AERE
2016100621,AERE
2016100622,AERE
2016100623,AERE
2016100624,AERE
